n 1000
e 0 4 8
e 184 623 9
e 184 656 3
e 184 691 9
e 184 714 6
e 184 744 4
e 184 754 6
e 184 760 5
e 184 768 2
e 184 782 8
e 184 792 1
e 184 794 7
e 184 795 8
e 184 797 3
e 184 812 6
e 184 813 6
e 184 817 4
e 184 818 2
e 184 819 1
e 184 837 2
e 184 839 4
e 184 842 8
e 184 844 9
e 184 845 9
e 184 846 7
e 184 847 1
e 184 849 7
e 184 861 7
e 184 903 4
e 184 906 3
e 184 920 2
e 184 951 8
e 184 954 3
e 184 981 8
e 185 7 4
e 185 22 6
e 185 38 7
e 185 41 8
e 185 45 6
e 185 49 7
e 185 53 9
e 185 55 9
e 185 58 6
e 185 70 10
e 185 72 3
e 185 73 4
e 185 74 5
e 185 80 3
e 185 82 4
e 185 88 5
e 185 101 4
e 185 116 1
e 185 117 6
e 185 139 9
e 185 140 8
e 185 144 3
e 185 149 10
e 185 156 4
e 185 161 3
e 185 163 6
e 185 188 9
e 185 200 9
e 185 204 6
e 185 213 1
e 185 214 2
e 185 217 6
e 185 220 10
e 185 221 7
e 185 237 4
e 185 239 1
e 185 244 7
e 185 249 6
e 185 253 5
e 185 255 5
e 185 259 2
e 185 262 4
e 185 270 8
e 185 275 3
e 185 287 7
e 185 288 9
e 185 292 10
e 185 302 8
e 185 304 4
e 185 328 3
e 185 363 8
e 185 370 4
e 185 373 8
e 185 377 3
e 185 395 6
e 185 407 2
e 185 414 7
e 185 421 9
e 185 427 10
e 185 432 3
e 185 434 1
e 185 437 7
e 185 441 10
e 185 447 3
e 185 451 4
e 185 459 9
e 185 465 3
e 185 476 4
e 185 501 5
e 185 502 1
e 185 525 3
e 185 540 2
e 185 553 1
e 185 557 7
e 185 563 5
e 185 564 10
e 185 578 6
e 185 587 6
e 185 608 8
e 185 616 8
e 185 619 1
e 185 622 6
e 185 633 1
e 185 639 5
e 185 650 5
e 185 671 6
e 185 676 3
e 185 685 3
e 185 690 4
e 185 691 1
e 185 696 10
e 185 701 5
e 185 715 5
e 185 716 4
e 185 717 4
e 185 720 4
e 185 730 2
e 185 733 9
e 185 747 8
e 185 755 4
e 185 764 5
e 185 790 1
e 185 797 5
e 185 818 2
e 185 821 8
e 185 859 6
e 185 860 2
e 185 865 5
e 185 877 3
e 185 950 7
e 185 968 2
e 185 982 6
e 185 989 1
e 185 991 6
e 185 995 6
e 186 12 2
e 186 13 10
e 186 20 9
e 186 22 1
e 186 34 6
e 186 42 3
e 186 46 10
e 186 55 6
e 186 67 8
e 186 96 5
e 186 103 1
e 186 109 8
e 186 131 3
e 186 141 6
e 186 173 5
e 186 174 5
e 186 177 4
e 186 190 4
e 186 204 1
e 186 215 3
e 186 218 4
e 186 230 7
e 186 232 3
e 186 237 7
e 186 241 6
e 186 248 1
e 186 254 4
e 186 267 8
e 186 280 5
e 186 287 7
e 186 295 6
e 186 300 1
e 186 324 8
e 186 329 7
e 186 332 2
e 186 343 8
e 186 347 3
e 186 359 9
e 186 377 1
e 186 385 2
e 186 386 3
e 186 387 2
e 186 398 5
e 186 406 1
e 186 412 1
e 186 414 10
e 186 416 6
e 186 423 7
e 186 437 8
e 186 449 10
e 186 450 8
e 186 453 3
e 186 454 8
e 186 456 10
e 186 476 10
e 186 486 8
e 186 505 9
e 186 513 2
e 186 532 8
e 186 542 6
e 186 545 9
e 186 555 1
e 186 557 4
e 186 561 3
e 186 569 7
e 186 579 5
e 186 581 6
e 186 596 5
e 186 598 9
e 186 614 1
e 186 616 3
e 186 627 6
e 186 630 10
e 186 643 1
e 186 656 8
e 186 665 2
e 186 669 3
e 186 677 5
e 186 679 9
e 186 690 8
e 186 696 1
e 186 703 2
e 186 711 10
e 186 718 2
e 186 723 3
e 186 728 2
e 186 730 3
e 186 743 6
e 186 760 3
e 186 779 1
e 186 784 7
e 186 790 1
e 186 803 2
e 186 821 4
e 186 838 4
e 186 841 9
e 186 847 7
e 186 850 10
e 186 851 1
e 186 876 10
e 186 883 4
e 186 902 4
e 186 911 7
e 186 923 3
e 186 943 4
e 186 944 9
e 186 955 9
e 186 962 9
e 186 967 5
e 186 968 3
e 186 972 3
e 186 981 2
e 186 984 9
e 187 13 7
e 187 20 8
e 187 31 3
e 187 37 10
e 187 44 6
e 187 50 5
e 187 61 5
e 187 62 1
e 187 73 9
e 187 76 10
e 187 79 4
e 187 102 8
e 187 113 8
e 187 119 4
e 187 121 10
e 187 139 9
e 187 156 9
e 187 158 5
e 187 160 1
e 187 161 7
e 187 165 10
e 187 170 7
e 187 184 10
e 187 193 1
e 187 195 8
e 187 196 7
e 187 211 7
e 187 228 4
e 187 230 8
e 187 239 1
e 187 248 9
e 187 254 6
e 187 266 4
e 187 269 6
e 187 276 1
e 187 278 7
e 187 284 4
e 187 287 9
e 187 290 5
e 187 291 2
e 187 302 8
e 187 305 8
e 187 307 6
e 187 308 6
e 187 314 8
e 187 324 8
e 187 326 5
e 187 327 10
e 187 337 7
e 187 347 4
e 187 353 1
e 187 365 8
e 187 372 3
e 187 386 3
e 187 387 1
e 187 397 5
e 187 412 6
e 187 432 1
e 187 437 10
e 187 438 2
e 187 441 9
e 187 443 8
e 187 445 3
e 187 450 7
e 187 467 6
e 187 490 2
e 187 505 9
e 187 511 4
e 187 542 2
e 187 546 4
e 187 569 1
e 187 578 3
e 187 579 8
e 187 583 7
e 187 590 5
e 187 594 9
e 187 601 7
e 187 643 6
e 187 655 4
e 187 659 9
e 187 660 7
e 187 663 7
e 187 675 9
e 187 683 2
e 187 690 6
e 187 695 4
e 187 697 1
e 187 698 6
e 187 700 9
e 187 703 7
e 187 704 3
e 187 710 8
e 187 733 5
e 187 748 7
e 187 753 10
e 187 755 1
e 187 768 7
e 187 780 5
e 187 789 7
e 187 804 5
e 187 810 6
e 187 815 1
e 187 828 9
e 187 852 3
e 187 856 1
e 187 858 1
e 187 863 7
e 187 864 3
e 187 869 8
e 187 884 1
e 187 900 8
e 187 902 2
e 187 906 7
e 187 920 3
e 187 931 9
e 187 939 7
e 187 940 3
e 187 952 5
e 187 953 9
e 187 993 8
e 188 1 2
e 188 5 10
e 188 8 6
e 188 31 2
e 188 39 8
e 188 56 3
e 188 98 1
e 188 102 10
e 188 150 6
e 188 157 6
e 188 184 7
e 188 186 5
e 188 193 6
e 188 199 10
e 188 201 5
e 188 214 8
e 188 218 6
e 188 224 2
e 188 226 2
e 188 228 4
e 188 234 8
e 188 246 8
e 188 247 4
e 188 254 7
e 188 271 10
e 188 273 7
e 188 275 6
e 188 281 10
e 188 300 9
e 188 303 2
e 188 308 9
e 188 330 7
e 188 354 4
e 188 366 2
e 188 378 3
e 188 381 5
e 188 382 10
e 188 383 10
e 188 391 5
e 188 394 10
e 188 395 4
e 188 403 10
e 188 417 5
e 188 437 1
e 188 440 3
e 188 441 1
e 188 443 8
e 188 444 4
e 188 449 2
e 188 458 9
e 188 464 9
e 188 473 8
e 188 515 7
e 188 539 8
e 188 552 8
e 188 559 10
e 188 560 2
e 188 573 5
e 188 598 7
e 188 602 8
e 188 605 4
e 188 619 1
e 188 639 3
e 188 649 2
e 188 669 7
e 188 671 6
e 188 676 4
e 188 703 2
e 188 711 9
e 188 739 9
e 188 740 4
e 188 745 5
e 188 748 7
e 188 753 9
e 188 771 3
e 188 774 1
e 188 796 3
e 188 801 4
e 188 803 9
e 188 804 7
e 188 812 2
e 188 817 7
e 188 825 2
e 188 826 8
e 188 839 8
e 188 847 4
e 188 850 8
e 188 852 1
e 188 855 8
e 188 893 1
e 188 902 3
e 188 929 4
e 188 934 9
e 188 940 9
e 188 948 8
e 188 956 2
e 188 957 9
e 188 970 9
e 188 975 2
e 188 992 3
e 189 12 1
e 189 16 8
e 189 18 7
e 189 19 7
e 189 35 2
e 189 44 10
e 189 47 1
e 189 59 5
e 189 72 2
e 189 77 10
e 189 88 10
e 189 99 5
e 189 102 5
e 189 107 7
e 189 135 5
e 189 162 3
e 189 168 4
e 189 177 3
e 189 178 7
e 189 190 8
e 189 195 2
e 189 196 1
e 189 200 4
e 189 201 1
e 189 209 3
e 189 211 10
e 189 214 2
e 189 244 6
e 189 258 8
e 189 275 7
e 189 288 10
e 189 299 10
e 189 304 6
e 189 309 1
e 189 310 2
e 189 313 5
e 189 322 9
e 189 333 7
e 189 341 5
e 189 355 8
e 189 362 8
e 189 383 4
e 189 387 9
e 189 395 1
e 189 398 10
e 189 403 4
e 189 409 6
e 189 425 3
e 189 430 8
e 189 440 4
e 189 460 6
e 189 465 3
e 189 467 5
e 189 493 3
e 189 508 10
e 189 534 10
e 189 553 4
e 189 557 10
e 189 563 6
e 189 564 7
e 189 566 9
e 189 568 3
e 189 591 9
e 189 613 7
e 189 645 2
e 189 647 5
e 189 650 4
e 189 657 1
e 189 658 1
e 189 666 4
e 189 691 4
e 189 695 3
e 189 696 5
e 189 705 6
e 189 715 5
e 189 716 2
e 189 727 10
e 189 730 10
e 189 737 7
e 189 739 3
e 189 751 3
e 189 764 6
e 189 768 9
e 189 802 10
e 189 806 9
e 189 809 1
e 189 812 8
e 189 816 7
e 189 823 6
e 189 840 2
e 189 849 1
e 189 860 4
e 189 870 6
e 189 872 9
e 189 887 10
e 189 909 5
e 189 920 10
e 189 942 7
e 189 945 5
e 189 949 2
e 189 959 2
e 189 964 9
e 189 968 6
e 189 975 10
e 189 976 8
e 189 977 10
e 189 990 8
e 189 994 4
e 190 9 2
e 190 13 5
e 190 18 10
e 190 20 2
e 190 26 8
e 190 34 4
e 190 43 6
e 190 45 9
e 190 49 7
e 190 51 1
e 190 53 4
e 190 55 4
e 190 57 1
e 190 64 5
e 190 81 3
e 190 88 7
e 190 112 3
e 190 117 4
e 190 127 6
e 190 141 6
e 190 146 9
e 190 162 8
e 190 168 2
e 190 170 3
e 190 196 10
e 190 200 3
e 190 209 7
e 190 216 3
e 190 226 7
e 190 235 9
e 190 242 1
e 190 249 5
e 190 253 1
e 190 265 10
e 190 269 9
e 190 272 2
e 190 286 7
e 190 297 8
e 190 300 2
e 190 303 6
e 190 318 1
e 190 337 3
e 190 338 5
e 190 345 4
e 190 378 4
e 190 388 9
e 190 410 8
e 190 436 1
e 190 443 8
e 190 466 2
e 190 482 1
e 190 483 5
e 190 495 1
e 190 510 3
e 190 514 2
e 190 515 2
e 190 517 9
e 190 534 4
e 190 543 2
e 190 549 7
e 190 555 9
e 190 557 5
e 190 571 4
e 190 578 7
e 190 587 3
e 190 601 8
e 190 607 6
e 190 611 8
e 190 615 5
e 190 622 1
e 190 625 5
e 190 627 4
e 190 643 2
e 190 653 3
e 190 654 9
e 190 686 7
e 190 693 2
e 190 697 6
e 190 702 1
e 190 711 9
e 190 732 9
e 190 745 3
e 190 751 3
e 190 752 2
e 190 756 3
e 190 772 4
e 190 775 4
e 190 816 1
e 190 827 3
e 190 832 2
e 190 838 4
e 190 850 4
e 190 869 4
e 190 883 3
e 190 906 6
e 190 937 2
e 190 939 3
e 190 944 6
e 190 957 1
e 190 964 8
e 190 965 2
e 190 970 9
e 190 971 10
e 190 976 1
e 190 980 3
e 190 985 9
e 190 995 2
e 191 4 8
e 191 14 1
e 191 15 9
e 191 21 10
e 191 24 7
e 191 41 8
e 191 59 3
e 191 68 8
e 191 104 4
e 191 108 10
e 191 120 8
e 191 139 7
e 191 143 2
e 191 149 9
e 191 156 8
e 191 159 7
e 191 165 3
e 191 173 2
e 191 179 8
e 191 201 9
e 191 220 3
e 191 223 4
e 191 242 4
e 191 243 9
e 191 255 4
e 191 260 2
e 191 263 5
e 191 280 3
e 191 296 7
e 191 298 9
e 191 299 2
e 191 306 3
e 191 315 10
e 191 319 7
e 191 344 9
e 191 355 5
e 191 369 3
e 191 382 2
e 191 388 3
e 191 404 4
e 191 430 2
e 191 434 8
e 191 435 6
e 191 444 3
e 191 453 2
e 191 470 10
e 191 486 5
e 191 490 6
e 191 496 7
e 191 498 4
e 191 503 7
e 191 513 4
e 191 521 8
e 191 528 5
e 191 529 10
e 191 552 2
e 191 561 8
e 191 569 10
e 191 578 3
e 191 582 3
e 191 584 4
e 191 626 6
e 191 635 3
e 191 639 10
e 191 653 3
e 191 657 10
e 191 685 9
e 191 690 6
e 191 695 7
e 191 722 3
e 191 736 5
e 191 758 5
e 191 767 4
e 191 770 10
e 191 780 10
e 191 790 1
e 191 821 7
e 191 853 6
e 191 865 3
e 191 895 5
e 191 899 7
e 191 904 9
e 191 905 4
e 191 912 4
e 191 935 8
e 191 938 9
e 191 940 5
e 191 941 8
e 191 942 9
e 191 946 5
e 191 950 1
e 191 958 4
e 191 961 1
e 191 965 10
e 191 979 9
e 191 990 2
e 192 2 2
e 192 4 1
e 192 8 10
e 192 10 5
e 192 33 2
e 192 57 8
e 192 68 4
e 192 85 5
e 192 98 1
e 192 102 10
e 192 105 5
e 192 107 10
e 192 115 8
e 192 122 9
e 192 126 5
e 192 132 9
e 192 141 3
e 192 143 4
e 192 178 8
e 192 195 3
e 192 200 9
e 192 215 6
e 192 225 6
e 192 230 1
e 192 232 9
e 192 265 7
e 192 273 2
e 192 276 6
e 192 280 8
e 192 281 6
e 192 289 4
e 192 322 1
e 192 338 5
e 192 339 3
e 192 366 3
e 192 368 10
e 192 377 10
e 192 378 2
e 192 384 8
e 192 390 5
e 192 392 4
e 192 397 3
e 192 401 5
e 192 429 8
e 192 434 10
e 192 435 6
e 192 456 4
e 192 457 4
e 192 475 8
e 192 485 3
e 192 486 2
e 192 488 9
e 192 517 1
e 192 531 8
e 192 533 10
e 192 535 6
e 192 538 3
e 192 540 3
e 192 544 10
e 192 554 7
e 192 574 5
e 192 582 5
e 192 603 5
e 192 619 8
e 192 625 3
e 192 641 3
e 192 651 1
e 192 652 9
e 192 660 1
e 192 694 8
e 192 699 9
e 192 727 2
e 192 739 1
e 192 744 8
e 192 769 2
e 192 775 1
e 192 787 3
e 192 791 10
e 192 798 1
e 192 815 4
e 192 817 8
e 192 820 3
e 192 834 7
e 192 840 7
e 192 841 10
e 192 845 8
e 192 856 1
e 192 858 6
e 192 885 3
e 192 899 3
e 192 900 10
e 192 916 2
e 192 930 8
e 192 931 7
e 192 946 2
e 192 947 2
e 192 949 2
e 192 956 4
e 192 989 10
e 192 996 5
e 193 1 2
e 193 13 5
e 193 22 6
e 193 29 6
e 193 56 8
e 193 92 1
e 193 96 4
e 193 99 10
e 193 107 7
e 193 110 4
e 193 119 5
e 193 125 8
e 193 126 2
e 193 143 6
e 193 179 7
e 193 186 9
e 193 200 4
e 193 277 3
e 193 282 4
e 193 284 10
e 193 288 8
e 193 304 9
e 193 316 4
e 193 318 7
e 193 323 3
e 193 324 2
e 193 329 10
e 193 332 5
e 193 334 6
e 193 337 3
e 193 338 1
e 193 339 1
e 193 348 6
e 193 355 3
e 193 357 8
e 193 375 10
e 193 427 8
e 193 431 3
e 193 434 3
e 193 439 2
e 193 445 1
e 193 450 2
e 193 459 7
e 193 472 4
e 193 475 3
e 193 482 2
e 193 489 4
e 193 503 7
e 193 514 6
e 193 528 8
e 193 532 1
e 193 536 8
e 193 562 2
e 193 574 9
e 193 577 2
e 193 598 10
e 193 622 6
e 193 628 9
e 193 639 10
e 193 669 7
e 193 675 2
e 193 679 6
e 193 702 7
e 193 713 7
e 193 720 9
e 193 744 2
e 193 760 3
e 193 771 1
e 193 785 10
e 193 811 8
e 193 816 5
e 193 823 4
e 193 828 2
e 193 834 7
e 193 841 5
e 193 853 1
e 193 856 2
e 193 863 8
e 193 864 9
e 193 866 2
e 193 871 10
e 193 874 3
e 193 881 9
e 193 886 8
e 193 889 4
e 193 891 9
e 193 896 4
e 193 906 6
e 193 911 4
e 193 915 2
e 193 920 6
e 193 922 5
e 193 932 1
e 193 947 9
e 193 950 4
e 193 953 10
e 193 971 10
e 193 983 4
e 193 986 5
e 193 992 1
e 193 998 1
e 194 7 2
e 194 10 1
e 194 13 4
e 194 19 1
e 194 29 4
e 194 36 5
e 194 70 5
e 194 83 2
e 194 96 2
e 194 98 10
e 194 105 8
e 194 134 7
e 194 136 2
e 194 152 8
e 194 157 5
e 194 164 4
e 194 173 5
e 194 198 6
e 194 215 1
e 194 226 8
e 194 239 1
e 194 245 8
e 194 247 2
e 194 249 7
e 194 253 10
e 194 256 8
e 194 264 2
e 194 289 10
e 194 290 9
e 194 298 3
e 194 308 5
e 194 325 8
e 194 329 2
e 194 338 10
e 194 385 7
e 194 394 10
e 194 423 4
e 194 430 4
e 194 436 5
e 194 462 2
e 194 470 7
e 194 475 3
e 194 481 3
e 194 501 7
e 194 503 7
e 194 515 4
e 194 523 7
e 194 531 5
e 194 534 3
e 194 551 3
e 194 556 9
e 194 579 6
e 194 588 5
e 194 592 10
e 194 597 1
e 194 606 1
e 194 611 3
e 194 621 10
e 194 625 5
e 194 628 6
e 194 635 2
e 194 644 6
e 194 651 6
e 194 656 7
e 194 666 4
e 194 667 1
e 194 668 8
e 194 682 2
e 194 686 4
e 194 698 10
e 194 707 1
e 194 719 3
e 194 743 10
e 194 745 5
e 194 762 8
e 194 780 9
e 194 785 6
e 194 802 2
e 194 805 5
e 194 806 9
e 194 822 2
e 194 831 1
e 194 833 2
e 194 842 6
e 194 854 3
e 194 868 2
e 194 871 8
e 194 873 10
e 194 882 7
e 194 890 3
e 194 895 10
e 194 899 2
e 194 900 2
e 194 912 2
e 194 917 6
e 194 938 9
e 194 952 6
e 194 959 10
e 194 960 5
e 194 964 8
e 194 966 7
e 194 981 8
e 195 6 2
e 195 22 5
e 195 24 2
e 195 27 4
e 195 81 10
e 195 91 3
e 195 106 7
e 195 108 10
e 195 118 3
e 195 120 6
e 195 150 7
e 195 156 5
e 195 158 1
e 195 166 5
e 195 168 7
e 195 204 10
e 195 207 8
e 195 220 4
e 195 224 5
e 195 242 3
e 195 255 10
e 195 258 2
e 195 269 1
e 195 276 9
e 195 278 6
e 195 280 8
e 195 289 7
e 195 314 10
e 195 346 2
e 195 367 1
e 195 372 3
e 195 378 8
e 195 388 6
e 195 394 2
e 195 410 2
e 195 417 1
e 195 423 1
e 195 426 7
e 195 436 2
e 195 442 4
e 195 446 3
e 195 456 4
e 195 477 2
e 195 486 4
e 195 487 1
e 195 491 1
e 195 501 9
e 195 520 9
e 195 521 4
e 195 532 8
e 195 540 9
e 195 557 1
e 195 583 8
e 195 586 7
e 195 590 4
e 195 595 4
e 195 608 5
e 195 640 10
e 195 641 9
e 195 650 3
e 195 669 6
e 195 673 7
e 195 692 3
e 195 693 3
e 195 701 9
e 195 707 6
e 195 708 1
e 195 710 8
e 195 717 10
e 195 733 6
e 195 743 4
e 195 752 7
e 195 765 6
e 195 766 3
e 195 776 3
e 195 785 6
e 195 794 5
e 195 800 7
e 195 814 4
e 195 815 6
e 195 835 3
e 195 838 1
e 195 844 6
e 195 848 6
e 195 871 9
e 195 872 8
e 195 878 7
e 195 883 2
e 195 885 6
e 195 888 6
e 195 917 10
e 195 923 8
e 195 934 9
e 195 945 10
e 195 958 9
e 195 995 3
e 196 2 7
e 196 3 6
e 196 7 1
e 196 10 7
e 196 18 8
e 196 27 6
e 196 37 3
e 196 42 10
e 196 58 3
e 196 62 5
e 196 69 6
e 196 73 8
e 196 90 5
e 196 98 5
e 196 105 5
e 196 115 6
e 196 122 5
e 196 127 5
e 196 150 10
e 196 152 8
e 196 182 4
e 196 210 1
e 196 222 7
e 196 231 3
e 196 239 8
e 196 242 6
e 196 243 6
e 196 254 8
e 196 260 6
e 196 298 7
e 196 302 8
e 196 321 3
e 196 329 6
e 196 338 1
e 196 357 2
e 196 385 7
e 196 405 3
e 196 412 7
e 196 419 1
e 196 423 10
e 196 429 6
e 196 434 8
e 196 441 5
e 196 448 3
e 196 457 9
e 196 461 7
e 196 467 2
e 196 470 2
e 196 491 2
e 196 494 5
e 196 503 10
e 196 512 4
e 196 517 2
e 196 518 2
e 196 527 7
e 196 542 1
e 196 545 9
e 196 550 2
e 196 552 1
e 196 597 8
e 196 617 3
e 196 619 7
e 196 623 1
e 196 643 7
e 196 680 2
e 196 681 3
e 196 711 4
e 196 721 10
e 196 733 7
e 196 759 4
e 196 767 6
e 196 774 10
e 196 780 1
e 196 787 4
e 196 789 9
e 196 807 7
e 196 815 2
e 196 818 9
e 196 821 5
e 196 830 5
e 196 856 10
e 196 876 4
e 196 886 8
e 196 910 5
e 196 914 1
e 196 921 2
e 196 934 9
e 196 959 1
e 196 973 2
e 196 987 10
e 197 1 10
e 197 15 1
e 197 26 6
e 197 27 8
e 197 48 4
e 197 55 2
e 197 56 4
e 197 58 2
e 197 66 7
e 197 83 4
e 197 93 1
e 197 122 4
e 197 135 5
e 197 153 7
e 197 163 4
e 197 170 2
e 197 190 3
e 197 195 3
e 197 204 10
e 197 216 7
e 197 219 5
e 197 223 5
e 197 234 5
e 197 237 6
e 197 242 9
e 197 243 2
e 197 260 5
e 197 262 8
e 197 272 4
e 197 273 2
e 197 278 5
e 197 281 9
e 197 284 8
e 197 285 6
e 197 287 10
e 197 289 10
e 197 297 4
e 197 302 5
e 197 303 2
e 197 312 1
e 197 315 3
e 197 328 5
e 197 339 2
e 197 341 7
e 197 345 5
e 197 383 9
e 197 393 10
e 197 402 5
e 197 404 1
e 197 411 3
e 197 439 9
e 197 463 3
e 197 465 6
e 197 469 8
e 197 473 4
e 197 474 9
e 197 489 6
e 197 502 6
e 197 512 8
e 197 518 1
e 197 525 10
e 197 537 3
e 197 550 9
e 197 570 4
e 197 572 8
e 197 583 5
e 197 589 2
e 197 610 4
e 197 636 5
e 197 638 5
e 197 647 7
e 197 651 6
e 197 654 10
e 197 662 7
e 197 667 5
e 197 676 4
e 197 685 6
e 197 687 6
e 197 691 3
e 197 698 4
e 197 699 2
e 197 714 9
e 197 725 3
e 197 763 6
e 197 764 8
e 197 765 9
e 197 771 2
e 197 773 3
e 197 790 6
e 197 797 6
e 197 806 4
e 197 813 8
e 197 836 5
e 197 839 2
e 197 845 2
e 197 850 10
e 197 855 8
e 197 856 2
e 197 866 7
e 197 902 7
e 197 906 2
e 197 910 8
e 197 912 10
e 197 924 9
e 197 926 6
e 197 929 8
e 197 934 9
e 197 947 6
e 197 960 6
e 197 962 1
e 197 967 6
e 197 971 8
e 197 977 2
e 197 982 5
e 198 5 1
e 198 15 7
e 198 18 9
e 198 22 7
e 198 28 6
e 198 37 9
e 198 41 7
e 198 69 5
e 198 88 5
e 198 95 5
e 198 104 10
e 198 116 8
e 198 118 1
e 198 125 1
e 198 141 2
e 198 154 9
e 198 155 6
e 198 170 4
e 198 185 6
e 198 189 2
e 198 221 3
e 198 230 1
e 198 234 5
e 198 241 10
e 198 261 9
e 198 264 8
e 198 284 8
e 198 287 5
e 198 300 2
e 198 309 3
e 198 312 9
e 198 322 8
e 198 333 2
e 198 338 5
e 198 345 5
e 198 349 10
e 198 355 1
e 198 358 5
e 198 360 5
e 198 371 4
e 198 387 5
e 198 394 6
e 198 406 5
e 198 419 9
e 198 432 1
e 198 433 9
e 198 435 10
e 198 448 7
e 198 465 7
e 198 467 5
e 198 473 5
e 198 474 2
e 198 491 7
e 198 499 2
e 198 502 6
e 198 503 5
e 198 505 5
e 198 514 4
e 198 518 8
e 198 520 10
e 198 523 5
e 198 543 1
e 198 547 8
e 198 549 9
e 198 552 3
e 198 565 9
e 198 572 3
e 198 588 9
e 198 606 9
e 198 621 9
e 198 657 5
e 198 664 9
e 198 667 2
e 198 683 9
e 198 718 3
e 198 729 2
e 198 738 10
e 198 741 7
e 198 760 5
e 198 763 2
e 198 776 6
e 198 781 8
e 198 799 7
e 198 818 6
e 198 832 2
e 198 837 4
e 198 859 4
e 198 865 10
e 198 873 3
e 198 878 9
e 198 884 4
e 198 887 10
e 198 888 1
e 198 891 5
e 198 906 3
e 198 908 8
e 198 910 9
e 198 931 8
e 198 941 4
e 198 942 5
e 198 965 1
e 198 987 5
e 198 992 1
e 198 993 3
e 198 995 10
e 198 998 4
e 198 999 2
e 199 11 5
e 199 15 8
e 199 18 1
e 199 29 5
e 199 32 10
e 199 35 7
e 199 38 6
e 199 59 2
e 199 63 3
e 199 64 10
e 199 75 9
e 199 87 8
e 199 92 7
e 199 94 4
e 199 95 9
e 199 111 6
e 199 112 4
e 199 114 9
e 199 130 3
e 199 141 4
e 199 147 9
e 199 152 8
e 199 154 7
e 199 170 3
e 199 172 7
e 199 179 10
e 199 187 7
e 199 188 8
e 199 193 9
e 199 198 9
e 199 207 10
e 199 208 6
e 199 214 8
e 199 260 9
e 199 270 3
e 199 271 8
e 199 299 9
e 199 327 7
e 199 346 7
e 199 347 6
e 199 382 6
e 199 384 3
e 199 392 7
e 199 406 4
e 199 408 6
e 199 439 9
e 199 449 4
e 199 454 6
e 199 458 4
e 199 467 9
e 199 480 3
e 199 496 2
e 199 530 10
e 199 539 4
e 199 565 3
e 199 567 10
e 199 569 8
e 199 574 9
e 199 582 4
e 199 599 6
e 199 620 5
e 199 649 4
e 199 653 4
e 199 676 2
e 199 696 8
e 199 706 4
e 199 721 2
e 199 722 6
e 199 734 8
e 199 741 9
e 199 762 5
e 199 767 9
e 199 770 8
e 199 773 2
e 199 794 2
e 199 812 3
e 199 833 2
e 199 834 6
e 199 846 2
e 199 852 7
e 199 868 7
e 199 873 7
e 199 877 1
e 199 881 6
e 199 886 9
e 199 887 1
e 199 931 10
e 199 934 5
e 199 936 2
e 199 944 2
e 199 952 6
e 199 962 3
e 199 965 1
e 199 990 3
e 200 13 5
e 200 16 3
e 200 22 3
e 200 24 7
e 200 26 5
e 200 31 8
e 200 36 2
e 200 44 10
e 200 46 1
e 200 58 7
e 200 80 1
e 200 85 10
e 200 89 6
e 200 141 9
e 200 151 7
e 200 154 5
e 200 157 6
e 200 164 10
e 200 168 5
e 200 170 3
e 200 181 6
e 200 182 7
e 200 190 1
e 200 192 8
e 200 221 5
e 200 234 2
e 200 299 5
e 200 308 5
e 200 313 2
e 200 316 6
e 200 323 4
e 200 340 4
e 200 348 10
e 200 352 4
e 200 358 5
e 200 363 2
e 200 374 10
e 200 377 4
e 200 379 5
e 200 389 8
e 200 399 5
e 200 411 1
e 200 421 2
e 200 431 6
e 200 434 6
e 200 437 3
e 200 444 9
e 200 446 7
e 200 457 2
e 200 461 3
e 200 472 8
e 200 476 2
e 200 489 7
e 200 508 6
e 200 528 9
e 200 532 4
e 200 565 8
e 200 566 5
e 200 582 4
e 200 590 7
e 200 611 5
e 200 617 4
e 200 635 6
e 200 637 8
e 200 652 1
e 200 667 6
e 200 689 1
e 200 703 8
e 200 705 3
e 200 708 1
e 200 718 10
e 200 731 7
e 200 782 2
e 200 784 5
e 200 789 8
e 200 791 7
e 200 797 8
e 200 807 9
e 200 811 9
e 200 820 5
e 200 833 6
e 200 842 2
e 200 852 9
e 200 856 7
e 200 893 7
e 200 895 1
e 200 901 3
e 200 904 7
e 200 936 7
e 200 949 6
e 200 972 7
e 200 983 6
e 200 991 7
e 200 995 3
e 200 996 5
e 201 27 10
e 201 45 3
e 201 54 2
e 201 57 2
e 201 58 1
e 201 61 5
e 201 65 4
e 201 66 4
e 201 79 7
e 201 81 7
e 201 88 6
e 201 90 4
e 201 93 2
e 201 95 10
e 201 114 1
e 201 136 4
e 201 137 3
e 201 145 5
e 201 150 6
e 201 164 9
e 201 183 3
e 201 193 7
e 201 199 4
e 201 212 10
e 201 226 6
e 201 232 3
e 201 240 9
e 201 260 2
e 201 264 5
e 201 271 1
e 201 275 3
e 201 285 9
e 201 291 10
e 201 298 3
e 201 329 1
e 201 337 7
e 201 340 3
e 201 345 9
e 201 369 7
e 201 371 10
e 201 393 3
e 201 414 2
e 201 437 10
e 201 464 2
e 201 466 6
e 201 476 3
e 201 477 6
e 201 516 2
e 201 520 5
e 201 522 1
e 201 525 1
e 201 530 2
e 201 534 9
e 201 535 1
e 201 545 1
e 201 553 9
e 201 563 2
